year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_per_flight,total_delay
2021,7,YV,DSM,91.0,20.0,6.62,2.0,6.67,0.0,4.72,3.0,0.0,1334.0,499.0,61.0,236.0,0.0,538.0,14.5,1334.0
2021,7,YV,DTW,92.0,23.0,6.0,2.0,6.0,0.0,9.0,2.0,0.0,1519.0,453.0,177.0,361.0,0.0,528.0,16.333333333333332,1519.0
2021,7,YV,EUG,60.0,19.0,5.85,0.73,0.51,0.0,11.9,0.0,0.0,1496.0,342.0,11.0,30.0,0.0,1113.0,24.524590163934427,1496.0
2021,7,YV,EYW,62.0,23.0,3.0,3.0,14.0,0.0,3.0,4.0,0.0,1009.0,233.0,146.0,423.0,0.0,207.0,16.015873015873016,1009.0
2021,7,YV,FAR,62.0,21.0,10.48,0.01,1.73,0.0,8.78,1.0,0.0,2201.0,1029.0,2.0,91.0,0.0,1079.0,34.93650793650794,2201.0
2021,7,YV,FAT,29.0,13.0,2.2,1.0,1.31,0.0,8.5,0.0,0.0,1215.0,156.0,59.0,60.0,0.0,940.0,40.5,1215.0
2021,7,YV,FAY,31.0,14.0,5.35,1.28,1.24,0.0,6.12,0.0,0.0,2749.0,1952.0,191.0,74.0,0.0,532.0,85.90625,2749.0
2021,7,YV,FCA,26.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,471.0,400.0,71.0,0.0,0.0,0.0,17.444444444444443,471.0
2021,7,YV,GRK,30.0,16.0,2.38,0.22,1.27,0.0,12.14,2.0,0.0,1501.0,285.0,37.0,31.0,0.0,1148.0,48.41935483870968,1501.0
2021,7,YV,GRR,31.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,268.0,16.0,205.0,47.0,0.0,0.0,8.375,268.0
2021,7,YV,GSP,93.0,26.0,12.0,4.0,8.0,0.0,2.0,3.0,0.0,2175.0,1333.0,318.0,403.0,0.0,121.0,23.138297872340427,2175.0
2021,7,YV,GUC,31.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,0.0,0.0,0.0,0.0,7.0,224.0
2021,7,YV,HRL,26.0,8.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,442.0,145.0,86.0,15.0,0.0,196.0,16.37037037037037,442.0
2021,7,YV,HSV,51.0,13.0,5.91,1.0,1.9,0.0,4.19,2.0,0.0,1184.0,433.0,48.0,136.0,0.0,567.0,22.76923076923077,1184.0
2021,7,YV,ICT,31.0,14.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,619.0,170.0,133.0,101.0,0.0,215.0,19.34375,619.0
2021,7,YV,IND,60.0,15.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,1142.0,375.0,175.0,140.0,0.0,452.0,18.721311475409838,1142.0
2021,7,YV,JAX,92.0,23.0,15.0,3.0,5.0,0.0,0.0,3.0,0.0,1191.0,719.0,287.0,185.0,0.0,0.0,12.806451612903226,1191.0
2021,7,YV,LFT,58.0,28.0,6.7,0.56,2.87,0.0,17.86,8.0,0.0,4446.0,1639.0,106.0,115.0,0.0,2586.0,75.35593220338983,4446.0
2021,7,YV,LGB,60.0,21.0,5.42,0.0,1.78,0.0,13.8,0.0,0.0,1598.0,286.0,0.0,98.0,0.0,1214.0,26.19672131147541,1598.0
2021,7,YV,LIT,34.0,11.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,770.0,41.0,234.0,152.0,0.0,343.0,22.0,770.0
2021,7,YV,MCI,194.0,63.0,23.0,13.0,18.0,0.0,9.0,1.0,0.0,4021.0,1533.0,1003.0,680.0,0.0,805.0,20.620512820512822,4021.0
2021,7,YV,MFE,63.0,39.0,11.26,0.04,5.73,0.0,21.96,4.0,0.0,5179.0,2376.0,26.0,363.0,0.0,2414.0,80.921875,5179.0
2021,7,YV,MFR,36.0,7.0,2.95,0.0,2.85,0.0,1.2,0.0,0.0,279.0,112.0,0.0,85.0,0.0,82.0,7.54054054054054,279.0
2021,7,YV,MGM,46.0,26.0,10.92,0.39,1.95,0.0,12.74,5.0,0.0,2631.0,1173.0,16.0,144.0,0.0,1298.0,55.97872340425532,2631.0
2021,7,YV,MIA,93.0,30.0,6.0,7.0,11.0,0.0,6.0,1.0,1.0,2098.0,654.0,417.0,482.0,0.0,545.0,22.319148936170212,2098.0
2021,7,YV,MKE,31.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,217.0,89.0,128.0,0.0,0.0,0.0,6.78125,217.0
2021,7,YV,MLI,62.0,26.0,6.24,0.67,1.67,0.37,17.05,4.0,0.0,3430.0,513.0,600.0,118.0,28.0,2171.0,54.44444444444444,3402.0
2021,7,YV,MOB,110.0,58.0,22.04,3.55,6.22,0.0,26.2,4.0,0.0,4500.0,1261.0,228.0,407.0,0.0,2604.0,40.54054054054054,4500.0
2021,7,YV,MRY,91.0,40.0,12.75,0.77,8.75,0.0,17.73,2.0,0.0,3883.0,1613.0,64.0,374.0,0.0,1832.0,42.20652173913044,3883.0
2021,7,YV,MSP,124.0,26.0,12.0,6.0,5.0,0.0,3.0,3.0,0.0,2203.0,931.0,540.0,323.0,0.0,409.0,17.624,2203.0
2021,7,YV,MSY,35.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,124.0,26.0,0.0,15.0,0.0,83.0,3.4444444444444446,124.0
2021,7,YV,MTJ,32.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,335.0,0.0,0.0,0.0,0.0,10.151515151515152,335.0
2021,7,YV,MYR,91.0,19.0,4.0,3.0,8.0,0.0,4.0,4.0,0.0,1242.0,320.0,236.0,429.0,0.0,257.0,13.5,1242.0
2021,7,YV,OKC,149.0,61.0,21.14,10.0,13.19,0.0,16.67,4.0,0.0,5616.0,1661.0,1406.0,602.0,0.0,1947.0,37.44,5616.0
2021,7,YV,OMA,26.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,323.0,172.0,69.0,82.0,0.0,0.0,11.962962962962964,323.0
2021,7,YV,ONT,121.0,54.0,14.87,0.0,7.53,0.0,31.6,2.0,0.0,5598.0,1679.0,0.0,280.0,0.0,3639.0,45.885245901639344,5598.0
2021,7,YV,ORF,92.0,24.0,5.0,4.0,9.0,0.0,6.0,1.0,0.0,2009.0,252.0,503.0,358.0,0.0,896.0,21.602150537634408,2009.0
2021,7,YV,PBI,45.0,15.0,7.0,1.0,6.0,0.0,1.0,1.0,0.0,960.0,714.0,56.0,159.0,0.0,31.0,20.869565217391305,960.0
2021,7,YV,PHL,31.0,9.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,424.0,147.0,164.0,113.0,0.0,0.0,13.25,424.0
2021,7,YV,PIA,62.0,28.0,9.58,0.48,2.52,0.0,15.43,2.0,0.0,3198.0,938.0,28.0,134.0,0.0,2098.0,50.76190476190476,3198.0
2021,7,YV,PIT,94.0,17.0,3.0,3.0,9.0,0.0,2.0,1.0,1.0,918.0,360.0,201.0,305.0,0.0,52.0,9.663157894736843,918.0
2021,7,YV,PNS,92.0,26.0,12.0,6.0,3.0,0.0,5.0,1.0,0.0,1603.0,579.0,492.0,160.0,0.0,372.0,17.236559139784948,1603.0
2021,7,YV,PSP,61.0,18.0,2.94,0.0,7.53,0.0,7.53,1.0,0.0,849.0,211.0,0.0,182.0,0.0,456.0,13.693548387096774,849.0
2021,7,YV,PWM,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,2.0,18.0
2021,7,YV,RAP,67.0,20.0,5.3,0.75,2.83,0.0,11.12,3.0,0.0,2428.0,348.0,540.0,102.0,0.0,1438.0,35.705882352941174,2428.0
2021,7,YV,RDU,96.0,24.0,10.0,2.0,10.0,0.0,2.0,0.0,0.0,1406.0,731.0,126.0,441.0,0.0,108.0,14.494845360824742,1406.0
2021,7,YV,RIC,31.0,15.0,6.0,2.0,5.0,0.0,2.0,0.0,0.0,1779.0,1209.0,143.0,204.0,0.0,223.0,55.59375,1779.0
2021,7,YV,RNO,63.0,15.0,2.02,3.0,4.0,0.0,5.98,2.0,2.0,947.0,96.0,248.0,113.0,0.0,490.0,14.796875,947.0
2021,7,YV,RSW,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YV,SAT,73.0,15.0,4.0,1.0,5.0,0.0,5.0,2.0,0.0,1595.0,1145.0,56.0,118.0,0.0,276.0,21.554054054054053,1595.0
2021,7,YV,SAV,62.0,27.0,6.0,4.0,15.0,0.0,2.0,2.0,0.0,1413.0,428.0,238.0,641.0,0.0,106.0,22.428571428571427,1413.0
2021,7,YV,SBA,30.0,8.0,2.81,0.0,2.52,0.0,2.66,0.0,0.0,452.0,133.0,0.0,101.0,0.0,218.0,14.580645161290322,452.0
2021,7,YV,SJC,62.0,13.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,1181.0,970.0,42.0,34.0,0.0,135.0,18.746031746031747,1181.0
2021,7,YV,SLC,86.0,26.0,9.06,2.0,8.79,0.07,6.07,0.0,0.0,1270.0,592.0,65.0,232.0,7.0,374.0,14.597701149425287,1263.0
2021,7,YV,SRQ,62.0,22.0,8.0,2.0,11.0,0.0,1.0,2.0,0.0,1322.0,829.0,138.0,309.0,0.0,46.0,20.984126984126984,1322.0
2021,7,YV,STL,83.0,27.0,8.16,1.0,4.9,0.0,12.95,2.0,1.0,2070.0,574.0,53.0,341.0,0.0,1102.0,24.642857142857142,2070.0
2021,7,YV,STS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YV,TLH,88.0,43.0,15.96,1.23,7.19,0.0,18.62,1.0,0.0,3499.0,1382.0,176.0,275.0,0.0,1666.0,39.31460674157304,3499.0
2021,7,YV,TUL,77.0,27.0,11.04,2.03,4.67,0.0,9.26,2.0,1.0,2221.0,763.0,128.0,279.0,0.0,1051.0,28.474358974358974,2221.0
2021,7,YV,TUS,123.0,36.0,14.74,1.14,6.93,0.0,13.19,0.0,1.0,2839.0,935.0,108.0,237.0,0.0,1559.0,22.89516129032258,2839.0
2021,7,YV,TYS,32.0,9.0,5.24,0.0,0.36,0.0,3.4,1.0,0.0,581.0,361.0,0.0,9.0,0.0,211.0,17.606060606060606,581.0
2021,7,YV,VPS,118.0,43.0,15.26,7.96,9.42,0.0,10.36,5.0,0.0,4254.0,1232.0,645.0,1319.0,0.0,1058.0,35.747899159663866,4254.0
2021,7,YV,XNA,17.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,57.0,0.0,0.0,0.0,29.0,4.777777777777778,86.0
2021,7,YV,YUM,31.0,7.0,2.19,0.0,0.35,0.0,4.46,0.0,1.0,644.0,77.0,0.0,12.0,0.0,555.0,20.125,644.0
2021,7,YX,ABQ,31.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,2.15625,69.0
2021,7,YX,ACK,109.0,19.0,4.97,1.0,10.5,0.0,2.53,4.0,0.0,1113.0,401.0,263.0,363.0,0.0,86.0,10.118181818181819,1113.0
2021,7,YX,ALB,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,197.0,182.0,0.0,15.0,0.0,0.0,32.833333333333336,197.0
2021,7,YX,ATW,57.0,19.0,3.48,0.0,6.45,0.0,9.07,1.0,0.0,1263.0,359.0,0.0,178.0,0.0,726.0,21.775862068965516,1263.0
2021,7,YX,AUS,265.0,32.0,13.74,0.84,9.56,0.2,7.66,5.0,2.0,1987.0,754.0,109.0,447.0,13.0,664.0,7.469924812030075,1974.0
2021,7,YX,AVL,84.0,22.0,5.58,1.37,8.27,0.06,6.72,3.0,0.0,1694.0,302.0,254.0,594.0,1.0,543.0,19.929411764705883,1693.0
2021,7,YX,BGR,257.0,61.0,18.4,0.77,17.37,0.0,24.47,18.0,0.0,3701.0,1203.0,62.0,766.0,0.0,1670.0,14.344961240310077,3701.0
2021,7,YX,BHM,61.0,26.0,5.7,0.0,9.4,0.0,10.9,0.0,0.0,1722.0,201.0,0.0,361.0,0.0,1160.0,27.774193548387096,1722.0
2021,7,YX,BTV,153.0,37.0,8.44,1.17,13.08,0.0,14.31,8.0,1.0,2162.0,609.0,42.0,510.0,0.0,1001.0,14.03896103896104,2162.0
2021,7,YX,BUF,268.0,68.0,19.71,3.7,21.11,0.0,23.49,9.0,1.0,4949.0,1229.0,1061.0,901.0,0.0,1758.0,18.397769516728623,4949.0
2021,7,YX,BWI,40.0,11.0,3.81,0.0,5.95,0.0,1.24,1.0,0.0,580.0,159.0,0.0,348.0,0.0,73.0,14.146341463414634,580.0
2021,7,YX,BZN,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,18.0,0.0,15.0,0.0,0.0,5.5,33.0
2021,7,YX,CAE,143.0,30.0,16.59,0.0,4.88,0.0,8.53,4.0,0.0,2525.0,1464.0,0.0,217.0,0.0,844.0,17.53472222222222,2525.0
2021,7,YX,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,CID,31.0,10.0,3.38,1.0,1.81,0.0,3.81,1.0,0.0,2584.0,1695.0,676.0,47.0,0.0,166.0,80.75,2584.0
2021,7,YX,CVG,62.0,19.0,4.13,0.89,4.28,0.0,9.7,1.0,0.0,1498.0,432.0,66.0,218.0,0.0,782.0,23.77777777777778,1498.0
2021,7,YX,DAY,41.0,11.0,4.06,0.12,1.66,0.0,5.16,0.0,0.0,840.0,238.0,24.0,60.0,0.0,518.0,20.0,840.0
2021,7,YX,DFW,250.0,62.0,19.79,2.42,22.59,0.0,17.21,7.0,3.0,5049.0,1435.0,338.0,1518.0,0.0,1758.0,20.115537848605577,5049.0
2021,7,YX,DLH,52.0,17.0,2.19,0.0,2.24,0.0,12.56,4.0,0.0,952.0,127.0,0.0,95.0,0.0,730.0,17.962264150943398,952.0
2021,7,YX,DSM,147.0,41.0,8.59,1.75,16.99,0.0,13.68,4.0,1.0,2947.0,541.0,234.0,724.0,0.0,1448.0,19.91216216216216,2947.0
2021,7,YX,ELP,31.0,9.0,3.19,0.0,5.76,0.0,0.05,0.0,0.0,272.0,97.0,0.0,174.0,0.0,1.0,8.5,272.0
2021,7,YX,FAR,31.0,12.0,1.27,0.0,2.11,0.0,8.62,2.0,0.0,806.0,54.0,0.0,63.0,0.0,689.0,25.1875,806.0
2021,7,YX,FLL,30.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,1.2580645161290323,39.0
2021,7,YX,GRB,31.0,12.0,3.03,0.0,1.08,0.0,7.89,1.0,0.0,498.0,120.0,0.0,39.0,0.0,339.0,15.5625,498.0
2021,7,YX,GRR,167.0,46.0,10.34,1.8,18.21,0.0,15.65,4.0,0.0,2926.0,892.0,172.0,657.0,0.0,1205.0,17.416666666666668,2926.0
2021,7,YX,GSO,67.0,21.0,6.58,1.33,3.73,0.0,9.36,0.0,0.0,1579.0,439.0,148.0,339.0,0.0,653.0,23.220588235294116,1579.0
2021,7,YX,GSP,25.0,6.0,0.63,0.0,1.22,0.0,4.15,0.0,0.0,277.0,36.0,0.0,44.0,0.0,197.0,10.653846153846153,277.0
2021,7,YX,HPN,80.0,25.0,11.55,0.84,10.23,0.7,1.69,0.0,1.0,1264.0,494.0,51.0,445.0,135.0,139.0,15.604938271604938,1129.0
2021,7,YX,HSV,23.0,9.0,0.81,0.34,2.58,0.0,5.27,2.0,0.0,758.0,90.0,23.0,135.0,0.0,510.0,31.583333333333332,758.0
2021,7,YX,HVN,27.0,3.0,0.0,0.0,2.49,0.0,0.51,1.0,0.0,87.0,0.0,0.0,65.0,0.0,22.0,3.107142857142857,87.0
2021,7,YX,IAH,36.0,8.0,0.93,0.9,4.52,0.0,1.65,3.0,0.0,600.0,43.0,74.0,232.0,0.0,251.0,16.216216216216218,600.0
2021,7,YX,ICT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,ILM,120.0,23.0,2.02,1.0,7.91,0.0,12.07,1.0,0.0,1407.0,85.0,146.0,333.0,0.0,843.0,11.62809917355372,1407.0
2021,7,YX,JAX,394.0,87.0,22.64,3.28,32.81,0.7,27.57,17.0,3.0,5374.0,1474.0,280.0,1620.0,28.0,1972.0,13.60506329113924,5346.0
2021,7,YX,LAN,31.0,18.0,5.4,0.09,4.01,0.0,8.5,2.0,0.0,2720.0,1154.0,4.0,164.0,0.0,1398.0,85.0,2720.0
2021,7,YX,LEX,95.0,16.0,7.11,2.38,2.05,0.0,4.45,4.0,0.0,1640.0,481.0,542.0,59.0,0.0,558.0,17.083333333333332,1640.0
2021,7,YX,LIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,LNK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,MCI,316.0,77.0,21.61,3.38,24.89,0.0,27.12,9.0,0.0,5600.0,1289.0,1185.0,1106.0,0.0,2020.0,17.665615141955836,5600.0
2021,7,YX,MCO,40.0,8.0,0.81,0.0,5.49,0.08,1.62,0.0,0.0,495.0,37.0,0.0,212.0,15.0,231.0,12.073170731707316,480.0
2021,7,YX,MDT,114.0,26.0,15.16,0.94,7.06,0.0,2.84,3.0,0.0,2436.0,1916.0,29.0,313.0,0.0,178.0,21.182608695652174,2436.0
2021,7,YX,MDW,54.0,14.0,12.12,0.0,1.88,0.0,0.0,3.0,0.0,1206.0,1136.0,0.0,70.0,0.0,0.0,21.927272727272726,1206.0
2021,7,YX,MEM,170.0,47.0,16.41,0.12,7.7,0.0,22.77,1.0,2.0,3639.0,1293.0,22.0,507.0,0.0,1817.0,21.280701754385966,3639.0
2021,7,YX,MHT,49.0,12.0,5.23,0.27,1.31,0.0,5.19,0.0,0.0,771.0,390.0,8.0,62.0,0.0,311.0,15.42,771.0
2021,7,YX,MIA,71.0,15.0,9.68,0.0,1.66,0.0,3.66,1.0,0.0,1041.0,494.0,0.0,93.0,0.0,454.0,14.458333333333334,1041.0
2021,7,YX,MKE,10.0,3.0,0.0,0.0,0.47,0.0,2.53,2.0,0.0,253.0,0.0,0.0,22.0,0.0,231.0,23.0,253.0
2021,7,YX,MLI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,20.0
2021,7,YX,MSN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,MSP,187.0,26.0,11.3,0.39,9.55,0.58,4.18,7.0,0.0,1221.0,454.0,11.0,358.0,15.0,383.0,6.49468085106383,1206.0
2021,7,YX,MSY,312.0,60.0,16.48,1.92,27.05,0.2,14.36,18.0,0.0,4089.0,1014.0,124.0,1386.0,9.0,1556.0,13.063897763578275,4080.0
2021,7,YX,MTJ,31.0,6.0,1.97,0.0,1.95,0.0,2.08,3.0,0.0,262.0,144.0,0.0,58.0,0.0,60.0,8.1875,262.0
2021,7,YX,MVY,107.0,21.0,11.5,0.64,4.98,1.0,2.88,2.0,0.0,1240.0,701.0,80.0,246.0,17.0,196.0,11.481481481481481,1223.0
2021,7,YX,MYR,323.0,52.0,12.64,4.61,18.5,1.17,15.08,26.0,0.0,3899.0,761.0,607.0,977.0,26.0,1528.0,12.033950617283951,3873.0
2021,7,YX,OKC,30.0,13.0,4.18,0.0,2.1,0.0,6.72,1.0,0.0,1461.0,958.0,0.0,179.0,0.0,324.0,47.12903225806452,1461.0
2021,7,YX,OMA,255.0,63.0,32.24,4.2,15.73,0.0,10.84,3.0,0.0,3864.0,2119.0,428.0,657.0,0.0,660.0,15.09375,3864.0
2021,7,YX,ORF,240.0,52.0,20.57,0.93,13.12,0.63,16.76,27.0,0.0,3879.0,1654.0,226.0,668.0,10.0,1321.0,16.095435684647303,3869.0
2021,7,YX,PBI,48.0,12.0,3.76,0.0,6.04,0.0,2.2,1.0,1.0,518.0,114.0,0.0,292.0,0.0,112.0,10.571428571428571,518.0
2021,7,YX,PIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,YX,PNS,98.0,26.0,4.99,0.0,14.66,0.0,6.35,1.0,0.0,1043.0,214.0,0.0,407.0,0.0,422.0,10.535353535353535,1043.0
2021,7,YX,PVD,165.0,49.0,13.84,1.86,13.14,0.18,19.98,13.0,0.0,3428.0,1088.0,119.0,740.0,3.0,1478.0,20.650602409638555,3425.0
2021,7,YX,PWM,248.0,52.0,8.19,1.58,19.43,0.0,22.8,27.0,0.0,4226.0,594.0,129.0,714.0,0.0,2789.0,16.971887550200805,4226.0
2021,7,YX,RAP,67.0,15.0,3.58,0.96,5.69,0.0,4.77,3.0,0.0,551.0,182.0,25.0,143.0,0.0,201.0,8.102941176470589,551.0
2021,7,YX,RIC,81.0,16.0,5.81,0.34,5.55,0.0,4.3,4.0,1.0,817.0,231.0,36.0,316.0,0.0,234.0,9.963414634146341,817.0
2021,7,YX,ROC,114.0,29.0,7.61,1.98,7.06,0.0,12.35,6.0,1.0,2103.0,545.0,215.0,344.0,0.0,999.0,18.286956521739132,2103.0
2021,7,YX,RSW,41.0,12.0,2.06,0.0,7.07,0.0,2.87,2.0,0.0,722.0,80.0,0.0,342.0,0.0,300.0,17.19047619047619,722.0
2021,7,YX,SAT,49.0,7.0,5.25,0.0,1.14,0.0,0.62,0.0,0.0,321.0,260.0,0.0,29.0,0.0,32.0,6.42,321.0
2021,7,YX,SRQ,159.0,37.0,3.42,2.93,23.03,0.89,6.73,5.0,0.0,1541.0,300.0,220.0,662.0,88.0,271.0,9.63125,1453.0
2021,7,YX,STL,174.0,38.0,11.74,1.79,6.62,0.0,17.85,3.0,1.0,2788.0,589.0,315.0,245.0,0.0,1639.0,15.93142857142857,2788.0
2021,7,YX,SYR,185.0,67.0,10.92,2.97,24.28,0.0,28.82,8.0,1.0,3898.0,520.0,175.0,967.0,0.0,2236.0,20.956989247311828,3898.0
2021,7,YX,TPA,33.0,8.0,2.94,0.0,2.49,0.0,2.57,1.0,0.0,718.0,234.0,0.0,183.0,0.0,301.0,21.11764705882353,718.0
2021,7,YX,TUS,31.0,4.0,1.59,0.0,1.2,0.0,1.22,0.0,0.0,120.0,39.0,0.0,42.0,0.0,39.0,3.75,120.0
2021,7,YX,TVC,179.0,60.0,16.86,0.67,30.97,0.0,11.51,6.0,1.0,2990.0,933.0,46.0,934.0,0.0,1077.0,16.61111111111111,2990.0
2021,7,YX,VPS,56.0,9.0,1.34,0.0,6.66,0.0,1.0,3.0,0.0,394.0,90.0,0.0,257.0,0.0,47.0,6.912280701754386,394.0
2021,7,YX,XNA,37.0,12.0,4.26,0.0,2.94,0.0,4.8,1.0,0.0,761.0,427.0,0.0,85.0,0.0,249.0,20.026315789473685,761.0
2021,6,9E,ABE,176.0,22.0,8.48,4.0,7.57,0.0,1.95,0.0,0.0,2147.0,1636.0,218.0,168.0,0.0,125.0,12.129943502824858,2147.0
2021,6,9E,ABY,90.0,9.0,4.05,0.0,3.16,0.0,1.79,0.0,0.0,331.0,221.0,0.0,74.0,0.0,36.0,3.6373626373626373,331.0
2021,6,9E,ACK,60.0,10.0,2.55,1.0,5.59,0.0,0.85,0.0,0.0,949.0,107.0,109.0,492.0,0.0,241.0,15.557377049180328,949.0
2021,6,9E,AEX,116.0,12.0,4.73,0.33,3.36,0.0,3.58,0.0,1.0,621.0,223.0,19.0,166.0,0.0,213.0,5.3076923076923075,621.0
2021,6,9E,AGS,170.0,13.0,5.77,1.0,1.58,0.0,4.65,0.0,2.0,1118.0,524.0,79.0,241.0,0.0,274.0,6.538011695906433,1118.0
2021,6,9E,ALB,86.0,15.0,7.68,1.16,2.54,0.0,3.62,0.0,0.0,968.0,357.0,105.0,122.0,0.0,384.0,11.126436781609195,968.0
2021,6,9E,ATW,210.0,31.0,15.49,1.0,8.68,0.0,5.83,0.0,2.0,1374.0,828.0,36.0,216.0,0.0,294.0,6.511848341232228,1374.0
2021,6,9E,AVL,104.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0,0.0,0.0,0.20952380952380953,22.0
2021,6,9E,AZO,90.0,12.0,4.74,1.78,1.16,0.0,4.32,0.0,0.0,587.0,188.0,110.0,49.0,0.0,240.0,6.450549450549451,587.0
2021,6,9E,BDL,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,3.217391304347826,74.0
2021,6,9E,BGM,30.0,4.0,1.83,0.0,1.08,0.0,1.09,0.0,0.0,136.0,95.0,0.0,18.0,0.0,23.0,4.387096774193548,136.0
2021,6,9E,BGR,90.0,9.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,745.0,442.0,0.0,22.0,0.0,281.0,8.186813186813186,745.0
2021,6,9E,BHM,86.0,18.0,10.15,0.0,2.59,0.0,5.26,1.0,0.0,1077.0,445.0,0.0,309.0,0.0,323.0,12.379310344827585,1077.0
2021,6,9E,BIS,143.0,13.0,5.18,0.0,4.76,0.0,3.07,0.0,0.0,783.0,322.0,0.0,145.0,0.0,316.0,5.4375,783.0
2021,6,9E,BMI,84.0,11.0,4.44,0.63,2.56,0.0,3.36,0.0,1.0,568.0,196.0,34.0,69.0,0.0,269.0,6.682352941176471,568.0
2021,6,9E,BNA,90.0,11.0,2.02,0.99,5.05,0.0,2.93,0.0,0.0,2292.0,198.0,853.0,368.0,0.0,873.0,25.186813186813186,2292.0
2021,6,9E,BOS,158.0,11.0,3.82,2.29,1.07,0.0,3.83,0.0,1.0,591.0,109.0,220.0,100.0,0.0,162.0,3.7169811320754715,591.0
2021,6,9E,BQK,90.0,6.0,4.96,0.0,0.98,0.0,0.06,0.0,0.0,263.0,220.0,0.0,41.0,0.0,2.0,2.89010989010989,263.0
2021,6,9E,BTR,138.0,13.0,5.61,0.0,3.37,0.0,4.02,0.0,0.0,619.0,317.0,0.0,93.0,0.0,209.0,4.453237410071942,619.0
2021,6,9E,BTV,146.0,18.0,6.71,0.89,7.95,0.0,2.44,0.0,0.0,817.0,329.0,49.0,269.0,0.0,170.0,5.557823129251701,817.0
2021,6,9E,BUF,172.0,21.0,6.95,1.28,4.37,0.0,8.39,1.0,0.0,2424.0,1144.0,210.0,210.0,0.0,860.0,14.011560693641618,2424.0
2021,6,9E,BWI,60.0,14.0,6.61,0.96,2.44,0.0,3.99,1.0,0.0,1029.0,539.0,66.0,200.0,0.0,224.0,16.868852459016395,1029.0
2021,6,9E,CAE,78.0,4.0,2.8,0.0,0.2,0.0,1.0,0.0,0.0,101.0,71.0,0.0,8.0,0.0,22.0,1.2784810126582278,101.0
2021,6,9E,CHA,246.0,38.0,19.53,1.64,8.66,0.0,8.17,0.0,0.0,2297.0,1510.0,62.0,293.0,0.0,432.0,9.299595141700404,2297.0
2021,6,9E,CHO,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.22988505747126436,20.0
